('action_bottom', 'auditory_top')	('action_top', 'auditory_top')	('action_bottom', 'auditory_bottom')	('action_top', 'auditory_bottom')	average_similarity	average_std
Brecher	Klatschen	Schemen	Stichsäge	0.4089940484473224	0.23597106138842247	
Trinkspruch	Streicheln	Sonnenmilch	Befeuchtung	0.40894158685684906	0.24741077035509415	
Trinkspruch	Klopfen	Whiskey	Kneten	0.408923981040225	0.23423755061262655	
Gezwitscher	Nachschlag	Plunder	Aufhängen	0.4089012261273928	0.09962612780805702	
Musikbox	Tanz	Raupe	Ballen	0.40884795997298334	0.3112651776959975	
Artgenosse	Schlag	Würmchen	Kicks	0.4087554131523304	0.19979284700024186	
Autokolonne	Hämmern	Soutane	Lauffläche	0.4085761963760022	0.11161074497749403	
Papagei	Klöppel	Medaillon	Karton	0.40855115938187286	0.32657897217674575	
Redner	Taktstock	Villa	Weben	0.408539532186673	0.30058499067040434	
Beitrag	Nachschlag	Tempelhof	Möbel	0.40848070728317015	0.3080354640592186	
Kompressor	Streicheln	Glyzerin	Befeuchtung	0.40837814686439916	0.07989327537846778	
Wortlaut	Klaviatur	Stützpunkt	Befestigung	0.40824733632949756	0.2450986882260772	
Tohuwabohu	Klatschen	Einhorn	Widerhaken	0.40822300724885086	0.21863446687017885	
Tonband	Hämmern	Mikrofilm	Textile	0.40821285572566185	0.16068738287002435	
Eule	Nachschlag	Pyjama	Kicks	0.4082028311456618	0.22583087984152234	
Showmaster	Streicheln	Wasserfarbe	Polsterung	0.4081906736831487	0.27749686227799497	
Funktionär	Klopfen	Vorhof	Garn	0.4080976739977702	0.2932621941097784	
Funktionär	Klöppel	Kodex	Garn	0.4080467250598827	0.2580826689012909	
Kanzlerin	Vibrieren	Nimbus	Stickerei	0.4079274172652747	0.25350517163387604	
Moderatorin	Klaviatur	Knotenpunkt	Sitzfläche	0.40792405182271785	0.26047840501922126	
Saal	Motorsäge	Blinker	Fußmatte	0.4078985709548704	0.3204247287709202	
Rezitator	Schlagwerk	Adreßbuch	Werkstück	0.4078166844791438	0.32682261192577217	
Schuljunge	Klöppel	Büschel	Kniescheibe	0.407786105193581	0.24417112029373667	
Dolmetscher	Anschlag	Raumfahrer	Fixieren	0.40776106111536015	0.21960622501912744	
Kanzlerin	Nachschlag	Leuchtfeuer	Anfertigen	0.4077520025811734	0.3835968873596852	
Sänger	Tanz	Liter	Kneten	0.4076993178249086	0.24219741460145533	
Reporterin	Motorsäge	Schleier	Halterung	0.40762436192808965	0.2916162155048095	
Komiker	Schlag	Mumie	Säbel	0.40758221922326393	0.2697807061015331	
Ohr	Klaviatur	Treppe	Deckel	0.4075527741306157	0.27497580523415455	
Papagei	Tanz	Kentaur	Zaumzeug	0.4073774969808344	0.1932504280971175	
Trinkspruch	Streicheln	Süßholz	Kneten	0.40722770514195145	0.15856642210551875	
Clown	Motorsäge	Jungtier	Unterarm	0.4071524425778355	0.2112740046549285	
Autokolonne	Fußtritt	Pissoir	Fausthieb	0.40709309094751145	0.11681630916996409	
Bombenleger	Nachschlag	Spermium	Planzen	0.40704506262443113	0.22458712655994867	
Sänger	Klatschen	Asche	Leder	0.4070238491223986	0.12927919074632732	
Moderatorin	Nachschlag	Volumen	Kleben	0.40694512591405746	0.2992350571202103	
Sinto	Anschlag	Phosphor	Säbel	0.4069445774002986	0.2398119446311095	
Augenzeuge	Anschlag	Steilküste	Abrollen	0.4069318949456166	0.3401008441100141	
Anwalt	Klopfen	Stamm	Daumen	0.40684042836612394	0.2728226851563968	
Schulleiter	Vibrieren	Mauerwerk	Abrollen	0.40681369003594187	0.28564280271638987	
Brecher	Anschlag	Speiseröhre	Oberschenkel	0.4067171280935507	0.13866322449984458	
Papagei	Taktstock	Grünzeug	Tischdecke	0.4066960146332425	0.27855441347751103	
Lehrer	Rohrstock	Trikot	Tragetuch	0.40666122771132146	0.28418470316302635	
Recorder	Klöppel	Patte	Garn	0.40664018731779294	0.11847533236709916	
Kollege	Motorsäge	Zimmer	Kleidung	0.40660502757390793	0.30853993367628785	
Gitarrist	Hämmern	Blinddarm	Fingernagel	0.4064517090607183	0.15331303088678103	
Feuerwerker	Vibrieren	Silhouette	Tragekomfort	0.40642517036745357	0.29037574523544213	
Darsteller	Klaviatur	Rechteck	Arbeitsgang	0.4063443669058077	0.2576063395624576	
Unterhändler	Rohrstock	Ziegelstein	Keilriemen	0.40633496039123185	0.25833284030019044	
Pauker	Rohrstock	Zyanid	Karabiner	0.40632386577392726	0.2289998370024028	
Fernsprecher	Schlagwerk	Rückleuchte	Faltenwurf	0.40624202014945215	0.37450462191220607	
Journalist	Klöppel	Gipfel	Keilriemen	0.4062224050703361	0.2651067800549031	
Telegraf	Klaviatur	Retina	Textile	0.4062223172014842	0.4188970765800837	
Sandmännchen	Klaviatur	Kotflügel	Segeltuch	0.4062099137788228	0.36882211521069813	
Sinto	Hämmern	Ovarium	Fausthieb	0.4061472275900047	0.2530161394324629	
Plagiator	Schlagstock	Mastdarm	Fingernagel	0.4061134461234516	0.17100401913513835	
Amokläufer	Streicheln	Dunst	Planzen	0.40609484310287636	0.2571091310640522	
Telefax	Vibrieren	Coupon	Tragekomfort	0.40601454872881365	0.12398725712200002	
Telegraf	Klaviatur	Duplikat	Tragekomfort	0.40600866561150967	0.18096001019498134	
Sirene	Klatschen	Fohlen	Knobeln	0.40600235489026887	0.17007772641450422	
Sandmännchen	Klöppel	Blütenblatt	Tablett	0.4057898505936337	0.2825785897559797	
Sandmännchen	Tanz	Aster	Rasieren	0.40574186882882574	0.17974857066568148	
Schuljunge	Motorsäge	Florfliege	Accessoire	0.4057098208302921	0.13003076771583724	
Zeichentrick	Schlagstock	Blütenblatt	Tischdecke	0.40570146661263734	0.33611451699024647	
Redakteur	Vibrieren	Kammer	Fixieren	0.4056952859483385	0.29780091738303854	
Fernsprecher	Taktstock	Vordach	Webstuhl	0.4056421506937233	0.3352900432035477	
Papagei	Tanz	Koralle	Schneebesen	0.4054994777663515	0.17306992224200765	
Aufzug	Anschlag	H&M	Knobeln	0.40544916349979915	0.07994552219932015	
Jingle	Streicheln	Karpfen	Kneten	0.4053779451635758	0.04612885244424162	
Augenzeuge	Fußtritt	Mietskaserne	Ellbogen	0.40535846740111675	0.2546711159141202	
Autofahrer	Taktstock	Treppenhaus	Tischdecke	0.4053351013730999	0.33724497033819056	
Zeichentrick	Klaviatur	Sonnendach	Sitzfläche	0.40530171490348704	0.36526097640547667	
Tölpel	Anschlag	Topas	Säbel	0.40521809652495494	0.2811092370255497	
Tuba	Klopfen	Sekret	Griff	0.40510227660970427	0.18908503825585038	
Reporter	Rohrstock	Obelisk	Schnalle	0.40509158134388396	0.3275475175516219	
Ohrenzeuge	Klöppel	Larve	Säbel	0.4050505751044671	0.1904019387513956	
Tölpel	Klaviatur	Ulme	Schrubber	0.40501752461179114	0.25458139984287187	
Funktionär	Schlagwerk	Siedlung	Arbeitsgang	0.4049511402239914	0.346835672057921	
Artgenosse	Schlag	Schneeball	Aufhängen	0.4048177142675395	0.16779687248352695	
Sandmännchen	Klöppel	Baskenmütze	Segeltuch	0.40480239376244653	0.3301600200024927	
Musikbox	Vibrieren	Wölkchen	Tischdecke	0.40461608069032806	0.2957852352125014	
Spruch	Streicheln	Bier	Tisch	0.40458368886358526	0.1662107425098664	
Journalist	Anschlag	Gipfel	Werkstück	0.4045832064916637	0.26753716146010753	
Fernsprecher	Klöppel	Hieroglyphe	Keilriemen	0.40455353431383073	0.1939268776410618	
Showmaster	Klöppel	Türpfosten	Faltenwurf	0.40450196276235345	0.322445413766834	
Jingle	Nachschlag	Löwenzahn	Kneten	0.40450169940554676	0.12180994124929115	
Aufzug	Anschlag	Pool	Hand	0.40449904499662964	0.1923421599009386	
Singvogel	Klöppel	Veranda	Bindfaden	0.4044856711656933	0.30103680568958885	
Telefax	Tanz	Coupé	Textile	0.4044173044028347	0.2443382263511266	
Entertainer	Vibrieren	Schlafraum	Textilie	0.4044124713503566	0.3687389034987148	
Papagei	Streicheln	Patina	Utensil	0.4043972813665584	0.2600501829555999	
Schulleiter	Rohrstock	Friedhof	Papier	0.4043926249450269	0.24595766751189788	
Showmaster	Klaviatur	Handelsmarke	Drehbank	0.404373084422126	0.21667623333612313	
Reporterin	Taktstock	Seebrücke	Accessoire	0.4043141096944975	0.30713331383539294	
Telegraf	Klöppel	Reliquie	Textilie	0.40428594125433825	0.12407870407463407	
Sänger	Anschlag	Pier	Weben	0.40423612909228607	0.1983404419847888	
Kommentator	Hämmern	Territorium	Bekleidung	0.40403959896587166	0.3188671198941468	
Showmaster	Klöppel	Emblem	Maniküre	0.40399380043084704	0.39488132852088753	
Wärter	Hämmern	Halde	Abrollen	0.40388077214161894	0.14138719527474133	
Autokolonne	Rohrstock	Hahnenfuß	Schnittgut	0.4038700818014583	0.19114873645917804	
Redner	Klöppel	Pfeiler	Textile	0.40379048065441814	0.3054892549219837	
Funktionär	Klöppel	Vorderfront	Lauffläche	0.40361418167332247	0.32602007193512567	
Minister	Vibrieren	Baumbestand	Textile	0.40358596715297407	0.3054431631029749	
Trinkspruch	Rohrstock	Krug	Besteck	0.4035181577572044	0.28769301541892667	
Eule	Tanz	Zwerg	Knie	0.4035154458710912	0.2592624355112556	
Papagei	Streicheln	Weintraube	Besteck	0.40350943980049564	0.25312780253816614	
Rezitator	Klopfen	Absorber	Befestigen	0.4034970452251441	0.2798781028873518	
Reporter	Rohrstock	Haar	Kleidung	0.40333794616979796	0.2700438606028169	
Trinkspruch	Taktstock	Rebstock	Trocknen	0.4032869676620892	0.3600403896502591	
Sandmännchen	Klaviatur	Veranda	Bettwäsche	0.4031666701891359	0.4023924319004907	
Bariton	Nachschlag	Backbone	Drehbank	0.4031383139166436	0.2851876644353659	
Eule	Schlag	Tulpe	Hacke	0.40302557139391393	0.1715841632861052	
Tenor	Vibrieren	Vlies	Kicks	0.40300927976966044	0.09664966525727657	
Beitrag	Tanz	Trikolore	Textile	0.40284012868230573	0.3090662796075205	
Singvogel	Klöppel	Torbogen	Segeltuch	0.4027084087122999	0.3339493100768346	
Trinkspruch	Klatschen	Plätzchen	Waschen	0.40248941540376865	0.24488304941976338	
Trinkspruch	Tanz	Zimt	Trocknen	0.40240881915194676	0.14429235902191903	
Showmaster	Taktstock	Namenszug	Handkarren	0.4023906821000887	0.24250519909438842	
Sandmännchen	Schlag	Hotel	Tisch	0.4023431056248237	0.2620382931305845	
Schulleiter	Vibrieren	Fachwerk	Arbeitsgang	0.40234000982425594	0.2712870090358508	
Augenzeuge	Anschlag	Vietnamesin	Planzen	0.40223112795252197	0.16346526576261924	
Schulleiter	Hämmern	Bahnstraße	Abrollen	0.4022306906771946	0.29555955945696016	
Reporter	Klöppel	Zähnchen	Unterarm	0.4021454648195976	0.19963855262859387	
Würger	Schlagstock	Krustentier	Fausthieb	0.40213053857965414	0.15732572773953693	
Sprachrohr	Fußtritt	Wehrgang	Keilriemen	0.4021071376338437	0.20251606377679823	
Ohr	Rohrstock	Box	Hacke	0.4020953639943084	0.1495713983001628	
Vogel	Schlagstock	Garnele	Knetmasse	0.4020834584285975	0.22341601649024775	
Sängerin	Streicheln	Amber	Kleben	0.402050841309847	0.22198817954289862	
Schulleiter	Anschlag	Kreide	Abrollen	0.40191545484467134	0.210454314456339	
Trinkspruch	Streicheln	Gin	Kneten	0.40187553913778934	0.20847860247695194	
Zwischenfall	Nachschlag	Schlund	Lidschlag	0.4018671719885652	0.28043659617370453	
Sprachrohr	Taktstock	Dampfboot	Paddel	0.4018516313089504	0.250593582208038	
Schmierfink	Klöppel	Trottoir	Schnittgut	0.40184527079167326	0.19267661906213157	
Hooligan	Schlag	Krabbe	Säbel	0.40175472847052734	0.26684974429531	
Bauchredner	Motorsäge	Blütenstaub	Sandpapier	0.4017401473876214	0.20877318527433547	
Trinkspruch	Tanz	Milch	Kneten	0.4017327775393915	0.16475216362012224	
Anwalt	Klopfen	Vorbau	Befestigung	0.40172856505385396	0.2629224725833013	
Videotext	Klaviatur	Goetheplatz	Tragekomfort	0.40172321692867713	0.27900801688543175	
Telegraf	Taktstock	Marmor	Textilie	0.4016982263321982	0.37762560987316046	
Anwalt	Taktstock	Bibliothek	Textile	0.4014160766590475	0.2910646378229806	
Bombenleger	Fußtritt	Behaarung	Ellbogen	0.40134838542382606	0.18961887579878428	
Gitarrist	Klaviatur	Quecksilber	Befestigung	0.4012726770664489	0.18671206233820503	
Pfiff	Klopfen	Fluß	Haken	0.4012080887142941	0.26460488706921254	
Psalmist	Nachschlag	Drogist	Paddel	0.40120620463035	0.22929955943964658	
Jingle	Tanz	Sepia	Textile	0.4011830736783124	0.1860792299073177	
Telegraf	Klöppel	Relief	Textilie	0.400851567170368	0.2952543969026708	
Tölpel	Hämmern	Röte	Planzen	0.40072919286401926	0.15708418127224277	
Telegraf	Klopfen	Tiara	Textile	0.4007277477461258	0.24859023909659247	
Zwischenfall	Motorsäge	Blutegel	Spitzhacke	0.40069551243125384	0.18788685326261176	
Darsteller	Schlagstock	Schwarze	Schere	0.4006126504761971	0.25612669534953436	
Fernsprecher	Klaviatur	Marschland	Befeuchtung	0.400454669469172	0.20335192641565616	
Funktionär	Fußtritt	Bruchbude	Keilriemen	0.40042342572708506	0.133937476876104	
Spruch	Streicheln	Saft	Trocknen	0.4004136343528306	0.17198300416958123	
Krähe	Anschlag	Mast	Knie	0.40040488414925934	0.2421329446685655	
Jingle	Klaviatur	Weinstock	Schränkchen	0.400329650699265	0.22505658057259614	
Fernsprecher	Rohrstock	Wasserlinie	Kniescheibe	0.40013285097180407	0.3241918236637979	
Trauergast	Anschlag	Grenadier	Abrollen	0.4001322389405129	0.20863213880119066	
Sandmännchen	Nachschlag	Promenade	Anfertigen	0.4001111738483032	0.39443311974736467	
Jingle	Vibrieren	Schirm	Wickel	0.40010130220979206	0.3188628476376839	
Jingle	Tanz	Staude	Wickel	0.40010006375152857	0.09133488506264083	
Posaunist	Klöppel	Wohnstatt	Arbeitsgang	0.4000943394495164	0.22381657744807926	
Zeichentrick	Streicheln	Fleckchen	Handtasche	0.39994946693402406	0.404184199294866	
Sinto	Tanz	Lava	Bolzen	0.3999471619880655	0.27601920061773394	
Journalist	Schlagwerk	Altarbild	Abrollen	0.39981516455730465	0.19920057937978786	
Bariton	Tanz	Joppe	Wickel	0.39975326429437485	0.20986670838784413	
Autofahrer	Klatschen	Blüte	Einrad	0.39971634810920104	0.23926753747223392	
Zaunkönig	Rohrstock	Seevogel	Fußknöchel	0.3996777429471739	0.2398560671725936	
Staatsanwalt	Anschlag	Schimmelpilz	Trocknen	0.399596751827126	0.18342506629525465	
Komiker	Motorsäge	Hochhaus	Spitzhacke	0.39953699701987605	0.37268002651046017	
Minister	Vibrieren	Licht	Möbel	0.3995332338465995	0.3003867112360052	
Sänger	Klopfen	Gaumen	Kneten	0.3994734202127012	0.22141888862073716	
Sänger	Hämmern	Heer	Riemen	0.39943065079126594	0.1953723257176853	
Trinkspruch	Nachschlag	Weichtier	Kneten	0.39941405405934954	0.18179598480706943	
Mischpult	Taktstock	Zedernholz	Arbeitsgang	0.399385161838532	0.16677418378851647	
Recorder	Schlagwerk	Anlegestelle	Sitzfläche	0.3992814594203112	0.2724709252694281	
Sandmännchen	Tanz	Apfelsine	Kneten	0.39923639054603255	0.26266895925736583	
Minister	Klaviatur	Blättchen	Segeltuch	0.3992310110908634	0.2133137553549007	
Sinto	Anschlag	Darm	Säbel	0.39917155421923867	0.22805417270494305	
Vorfall	Fußtritt	Heroin	Fausthieb	0.3991064973746286	0.1904943543672552	
Bombenleger	Rohrstock	Indio	Karabiner	0.3990452554413706	0.2666407700006735	
Saal	Vibrieren	Raute	Maniküre	0.39897538129350113	0.3389398558373613	
Plagiator	Hämmern	Bazillus	Widerhaken	0.39895757056942543	0.23446713005183462	
Telefax	Hämmern	Ulan	Garn	0.39879042894847777	0.23639080289355976	
Musikbox	Klaviatur	Blütenblatt	Kochgeschirr	0.3987410627174077	0.3040950528174542	
Sprachrohr	Taktstock	Oberseite	Polsterung	0.39873690091103603	0.25636809696958185	
Sängerin	Klatschen	Horoskop	Accessoire	0.39864548442320213	0.2506516239688253	
Kommentator	Schlagwerk	Nebenfluß	Werkstück	0.3986189431182218	0.2844134767871079	
Telegraf	Rohrstock	Fußgängerweg	Lauffläche	0.39859303558957765	0.25015005738759133	
Zeichentrick	Motorsäge	Sonnenhut	Segeltuch	0.39844704094567596	0.3115030825834661	
Verfasser	Anschlag	Spital	Werkstück	0.39838274250645217	0.26696891828576275	
Minister	Schlagwerk	Feldstein	Arbeitsgang	0.39816873553320414	0.22334266906690145	
Saal	Klöppel	Raupe	Kissen	0.39816345173239154	0.3197250198128031	
Fernsprecher	Vibrieren	Winterhude	Textile	0.39816206285284195	0.26550258109254204	
Anrufer	Schlagwerk	Kiefer	Haken	0.3981277749213079	0.23522949691096537	
Gezwitscher	Anschlag	Schellfisch	Schrubber	0.3980439084288056	0.1752311538660071	
Trinkspruch	Streicheln	Stachelbeere	Befeuchtung	0.39800995318202653	0.11618727266982083	
Redakteur	Motorsäge	Uniform	Faltenwurf	0.3979703595003494	0.2085748296598138	
Brecher	Rohrstock	Borte	Stickerei	0.3979695869244924	0.19885090589668894	
Clown	Rohrstock	Farmhaus	Notizblock	0.39794851969760714	0.2839533863169713	
Journalist	Taktstock	Molekül	Textile	0.3979140359108208	0.21075494586448798	
Clown	Taktstock	Patina	Kleidung	0.3978782377290317	0.26432119472371457	
Psalmist	Klaviatur	Albumin	Textile	0.39785699461939034	0.19900359604108228	
Anwalt	Schlag	Gelände	Waschen	0.39783991515374745	0.36102396038292783	
Hahnenschrei	Vibrieren	Heimchen	Widerhaken	0.3977803127474335	0.1136121910030941	
Schauspieler	Schlagstock	Nebengebäude	Stickerei	0.39774659475491037	0.2723763421065444	
Staatsanwalt	Hämmern	Zahnfleisch	Manschette	0.3976537618551708	0.09074307031343937	
Psalmist	Hämmern	Oxid	Textile	0.39757442179940705	0.24436028562304868	
Beitrag	Taktstock	Rinde	Leder	0.3975281041623815	0.2684339308797291	
Hooligan	Schlag	Staub	Säbel	0.3975194911823878	0.12854385158432502	
Beitrag	Klöppel	Wasserfarbe	Maniküre	0.3974852508822318	0.292481184336743	
Showmaster	Klatschen	Quarter	Rasieren	0.3974566185758816	0.3572222406641441	
Funktionär	Hämmern	Erdhügel	Garn	0.39741959720998765	0.2663608324854507	
Tohuwabohu	Schlag	Karawane	Befestigung	0.39741367987120196	0.24012573538726376	
Telegraf	Taktstock	Reihenhaus	Werkstück	0.3972361378271354	0.31069235273075835	
Trinkspruch	Streicheln	Semmel	Kneten	0.39706740843524685	0.13894355506844638	
Moderatorin	Nachschlag	Nachbild	Einrad	0.39696522942620044	0.3083207692126927	
Tölpel	Schlagwerk	Katakombe	Widerhaken	0.39689596257244153	0.2834692881742595	
Hooligan	Rohrstock	Rost	Strick	0.39686784631614236	0.05388979143001942	
Lied	Tanz	Faß	Wickel	0.39680473693691454	0.19608738396752481	
Minister	Nachschlag	Weinberg	Anfertigen	0.39673981330861335	0.22193626995033738	
Lehrer	Klaviatur	Meile	Hand	0.39670010720924376	0.38957055920066636	
Dolmetscher	Hämmern	Protein	Leder	0.3966836459132854	0.21631393599957358	
Sandmännchen	Klöppel	Vorderfront	Stickerei	0.39651754496633523	0.357568287424851	
Minister	Vibrieren	Fassade	Stickerei	0.39651534360762497	0.3372793278626351	
Tenor	Schlagwerk	Vene	Fixieren	0.39638793906471664	0.2147026474272484	
Papagei	Tanz	Banane	Knetmasse	0.39634802540157393	0.11613807041267636	
Vorfall	Fußtritt	Yard	Knie	0.39628900206995193	0.14917460606033234	
Kommentator	Hämmern	Torhaus	Textile	0.39627376563497885	0.32407266891146624	
Sandmännchen	Nachschlag	Hummer	Kicks	0.3961964126788053	0.13908792262596553	
Schuljunge	Schlagstock	Brennessel	Kneten	0.3960985254033144	0.09045469254790298	
Kleiber	Klaviatur	Tibeter	Ellbogen	0.3960399942101753	0.2801461006496046	
Grunzen	Klopfen	Spermium	Karabiner	0.3960280442586173	0.23077040603374957	
Radio	Klatschen	Lorbeer	Knetmasse	0.39601996036588777	0.14593700872710272	
Showmaster	Tanz	Planetarium	Bekleidung	0.3960142056716726	0.30264006743159055	
Spruch	Streicheln	Glashaus	Maniküre	0.3960090434268171	0.31544229099820714	
Recorder	Schlagwerk	Vorzimmer	Werkstück	0.39593196854884627	0.32834240717795027	
Lehrer	Motorsäge	Ziegel	Karton	0.39592534508192984	0.30228504505457227	
Posaunist	Klöppel	Glimmer	Werkstück	0.39589229639731444	0.25992209698245705	
Trinkspruch	Streicheln	Rippchen	Trocknen	0.39580961743583565	0.23131537723852028	
Showmaster	Taktstock	Umrandung	Lauffläche	0.395618087364561	0.2929674547897933	
Schwalbe	Klopfen	Pfau	Einrad	0.3955706526162987	0.31833766301254	
Beitrag	Streicheln	Fenster	Tasche	0.3955391661479221	0.301846241951644	
Journalist	Anschlag	Stadtstaat	Befestigung	0.39548508994492515	0.26852090366805964	
Lehrer	Schlag	Gebirge	Knobeln	0.39541099968731314	0.23730975420944647	
Telegraf	Schlagwerk	Frontseite	Faltenwurf	0.39533978442457424	0.29476807999333826	
Musikbox	Klaviatur	Bootshaus	Sitzfläche	0.39533720987747784	0.2941463261576869	
Zeichentrick	Fußtritt	Büschel	Manschette	0.3953197343664341	0.2438423060856499	
Saal	Klatschen	Gitter	Bekleidung	0.39528092358955985	0.22720946581311804	
Entertainer	Taktstock	Wasserfarbe	Bekleidung	0.39527520294439983	0.2828821420612705	
Kanzlerin	Anschlag	Quetzal	Planzen	0.3952218752344121	0.16320735864259167	
Schauspieler	Klaviatur	Häuserblock	Spülkasten	0.3952018224121094	0.2454403026364341	
Lehrer	Klopfen	Depot	Trocknen	0.3951885088282163	0.22924011212458084	
Unterhändler	Vibrieren	Schutzhütte	Textile	0.3951129688742279	0.28419972850633357	
Rezitator	Schlagwerk	Hügelgrab	Werkstück	0.3950705622840567	0.21355825895944672	
Redner	Hämmern	Mausoleum	Befestigung	0.3950644424816892	0.23909028016434752	
Schulleiter	Hämmern	Sandstein	Arbeitsgang	0.3949861720042111	0.39405510132776556	
Minister	Vibrieren	Quader	Flicken	0.39471217650403073	0.23379261736280535	
Trauergast	Schlagstock	Werkhalle	Verrutschen	0.3946556305156029	0.16650242913759844	
Minister	Vibrieren	Kocher	Leder	0.39464720865119807	0.2471998435602044	
Schüler	Schlagstock	Auge	Papier	0.3945996176733296	0.2231655856637623	
Extremist	Schlagstock	Mumie	Schere	0.39454502910460193	0.27256523475260114	
Funktionär	Hämmern	Burgstraße	Textile	0.3945148398245744	0.3649985842645276	
Fernsprecher	Klaviatur	Wasserlauf	Notizblock	0.39447810097115976	0.31420281742065204	
