Words	Pseudowords	n_Syllables	Bewertung	Included	Include? 	Pilot	Sound	Action	Hand Act	Hand is dominant	Geraeusch	Geraeusch_SD	Handlung	Handlung_SD	Visuell	Visuell_SD	Vertrautheit	Vertrautheit_SD	Letters	Lemma_freq	Neighbors	Bigram_freq	Trigram_freq	Natural	Living	Animate	CongResp_S_Prop	CongResp_S_Prop (philosopher exluded)	RT_S_Mean	CongResp_A_Prop	CongResp_A_Prop (philosopher exluded)	RT_A_Mean	LDT_CorrResp_Prop	LDT_RT_Mean	CorrResp_Prop_PW	RT_Mean_PW		First_Miniblock_OddSubs	First_Miniblock_EvenSubs	Rating_Study	Unbekannt_GE	Unbekannt_HA	Unbekannt_VI	Pros	Cons			Phil Comments	Comments Phil	Comments Marie	Comments Gesa						Foot Act	Mouth Act			Category 	AF	Act	Kiefer		Kategorie 		Syllables_raw		Vertrautheit (ORIGINAL)	Geraeusch_SE	Handlung_SE	Visuell_SE	Vertrautheit_SE		RT_S_Sum	CongResp_S_Sum	NonNaNTrials_S	RT_A_Sum	CongResp_A_Sum	NonNaNTrials_A	RT_Sum_W	CorrResp_Sum_W	NonNaNTrials_W	RT_Sum_PW	CorrResp_Sum_PW	NonNaNTrials_PW			
Schreibmaschine		4	4	0,2	im absoluten Notfall	0	1	1	1	1	3,75		5,00		3,81		5,67	0,76	15	6,79	0,86	767498,52	268219,37	0	0	0														NachR_VE					compound but lexicalized? & sehr lang				Compound but lexicalized?												a	0	0	0				cha-mä-le-on		5,00	0,27	0,38	0,33	0,28		0	0	0	0	0	0	0	0	0	0	0	0			
Gameboy		2	3	0,2	im Notfall	0	1	1	1	1	3,53		4,93		3,60		5,83	0,48	7	0,02	0,00	58656,22	19134,81	0	0	0														NachR_VE					probably lexicalized compound																o	0	0,8	1				helm		5,67						0	0	0	0	0	0	0	0	0	0	0	0			
Rollschuhe		3	4	0,2	im absoluten Notfall	0	0	1	0,8	0	2,21		4,80		4,33		5,88	0,34	10	0,24	0,86	401293,41	196776,89	0	0	0														NachR_VE					compound but lexicalized?																o	0,5	1	0						5,13	0,22	0,27	0,35	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Uhr		1	3	0,2	x	0	1	1	1	1	3,94	1,29	4,75	1,39	4,13	1,71	6,00	0,00	3	173,02	17,12	135996,17	121644,18	0	0	0																			not very high AF																o	1	1	0				gra-na-te		4,50	0,25	0,13	0,16	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Sofa		2	4	0,2		0	0	1	0,5	0	1,50	0,71	4,72	1,13	4,22	1,59	6,00	0,00	4	10,86	12,41	44162,69	36295,53	0	0	0																		very low AF																	a	0	0	1				bi-ber		5,05	0,24	0,46	0,39	0,36		0	0	0	0	0	0	0	0	0	0	0	0			
Monitor		3	4	0,2		0	0	1	0,5	0	1,75	0,86	4,44	1,75	4,31	1,58	5,56	1,03	7	3,42	3,42	230586,05	133571,06	0	0	0																				not very low AF															o	0,2	1	1						3,27						0	0	0	0	0	0	0	0	0	0	0	0			
Mundharmonika		5	4	0,2	compound und sehr lang, vgl. Ziehharmonika	0	1	1	0,8	0,8	5,38		4,44		4,00		5,14	1,39	13	1,36	0,86	250328,90	54839,12	0	0	0																		very high AF	musical instr (only appear as high AF)	long & compound (but probably lexicalized)	very long		Vertrautheit seltsamerweise sehr niedrig -> nochmal raten?																	Hilfsmittel				5,67	0,07	0,33	0,34	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Grammophon			4	0,2	zu unvertraut	0	1	1			4,90	1,45	4,24	1,51	3,55	1,67	4,10	1,73	10					0	0	0														3	2,00	2,00	1,00						könnte gehen, aber wird das wohl als low Act geratet? ->	zu unbekannt?											a	0,5	0	1						3,47	0,06	0,35	0,41	0,16		0	0	0	0	0	0	0	0	0	0	0	0			
Couch		2	4	0,2		0	0	1	0,5	0	1,07		4,13		3,87		5,96	0,20	5	2,62	6,85	181690,23	89207,21	0	0	0														NachR_VE				very low AF																	a	0,5	0	1						4,00	0,23	0,33	0,33	0,38		0	0	0	0	0	0	0	0	0	0	0	0			
Martinshorn		3	4	0,2	intuitiv low Act?! & compound	0	1	1	0,2	0	5,57	1,16	4,09	1,63	1,90	1,30	4,76	1,58	11	0,16	0,43	406194,28	228385,69	0	0	0														3	0,00	1,00	0,00	sehr high AF	Compound but lexicalized?	very long			"Nach-Rating (da seltsam hohes Act-Rating); lexicalized compound"		"Compound?; finde ich ok"										a	0,5	0	1						3,40						0	0	0	0	0	0	0	0	0	0	0	0			
Isomatte		3	4	0,2	im Notfall	0	0	1	0,8	0,2	1,27		4,00		3,13		5,75	0,74	8	NOT IN DLEXDB	NOT IN DLEXDB	NOT IN DLEXDB	NOT IN DLEXDB	0	0	0														NachR_VE					"zusammengesetzt, aber wahrscheinlich okay (""Iso"" nicht bedeutungsvoll alleine)"																o	0	1	1				bu-me-rang		4,57	0,21	0,14	0,34	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Pfad		1	4	0,2		0	0	1	0	0	1,13		4,00		3,73		5,79	0,59	4	8,19	6,85	57947,82	49930,91	1	0	0														NachR_VE				very low AF																	o	1	1	0				ge-wehr		5,33	0,37	0,20	0,35	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Sichel		2	4	0,2	no	0	0	1	1	1	2,00		3,93		3,60		4,71	1,42	6	1,57	5,99	295141,45	124853,34	0	0	0																			not very low AF				Vertrautheit seltsamerweise sehr niedrig -> nochmal raten?																	Einrichtung		ta-pe-te		5,48	0,08	0,34	0,36	0,24		0	0	0	0	0	0	0	0	0	0	0	0			
Netz		1	3	0,2	intuitiv nicht eindeutig high Act	0	0	1	1	1	1,17	0,39	3,91	1,35	4,14	1,74	5,62	0,74	4	20,44	14,55	39855,43	17626,45	0	0	0														3	0,00	0,00	0,00		nicht sehr high Act													1			f	0	1	1				zwetsch-ge		4,13						0	0	0	0	0	0	0	0	0	0	0	0			
Schnittlauch		2	4	0,2		0	0	1	1	0,8	1,07		3,87		3,73		5,96	0,20	12	1,32	0,43	460680,64	138189,74	1	0	0														NachR_VE				very low AF	food (only appear as low AF)	compound but lexicalized?	very long																			Tier		ku-ckuck		5,43	0,30	0,10	0,28	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Kopfhörer		3	4	0,2	im Notfall	0	1	1	1	1	5,47		3,87		4,07		5,92	0,28	9	1,36	0,86	345381,60	213672,00	0	0	0														NachR_VE					compound but lexicalized?						finde ich nicht lexikalisiert, da beide Begriffe auch einzeln stark vertreten										o	0	0,8	0						5,33	0,18	0,38	0,34	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Lakritze		3	3	0,2		0	0	1	1	1	1,17	0,39	3,83	1,64	3,62	1,91	5,38	1,02	8	0,14	0,86	219561,99	149478,53	0	0	0														3	0,00	0,00	0,00		nicht sehr high Act																o	m		1						3,06						0	0	0	0	0	0	0	0	0	0	0	0			
Sessel		2	4	0,2		0	0	1	0,5	0	1,06		3,81		4,31		6,00	0,00	6	17,25	9,85	172938,37	62185,19	0	0	0														NachR_VE				very low AF		not very high Act															m	1	1	1				ak-kor-de-on		5,10	0,10	0,26	0,36	0,35		0	0	0	0	0	0	0	0	0	0	0	0			
Etikett		3	4	0,2	im Notfall	0	0	1	1	1	1,35	0,65	3,78	1,57	3,95	1,88	5,57	0,81	7	2,02	0,86	168170,17	105232,04	0	0	0														3	0,00	0,00	0,00		nicht sehr high Act				genug high Act												o	0	1	0				kom-mo-de		5,78	0,27	0,40	0,43	0,25		0	0	0	0	0	0	0	0	0	0	0	0			
Keule		2	4	0,2	im Notfall	0	0	1	1	1	2,04	1,26	3,78	1,62	4,10	1,79	5,00	1,26	5	2,39	11,13	188778,10	151522,17	0	0	0														3	0,00	0,00	0,00		nicht sehr high Act																a	0,5	0	1						3,00	0,32	0,18	0,31	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Tapete		3	4	0,2	im Notfall	0	0	1	1	1	1,17	0,39	3,78	1,62	4,48	1,66	5,48	1,08	6	6,00	3,42	245480,90	168255,36	0	0	0														3	0,00	0,00	0,00		nicht sehr high Act				genug high Act												o	1	1	0				las-ter		5,50	0,30	0,21	0,28	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Ketchup		2	4	0,2	im absoluten Notfall	0	0	1	1		2,09	1,41	3,74	1,42	4,00	1,67	5,86	0,36	7	0,24	0,86	168013,54	17218,19	0	0	0														3	0,00	0,00	0,00		weder eindeutig low AF, noch eindeutig high Act				find ich okay	eher abstrakt											o	0,5	1	0						5,14						0	0	0	0	0	0	0	0	0	0	0	0			
Kopfsalat		3	4	0,2	im absoluten Notfall	0	0	1	1	0,8	1,20		3,73		4,20		5,96	0,20	9	1,37	0,86	176242,06	108715,54	1	0	0														NachR_VE					compound																									5,24	0,27	0,24	0,33	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Piepser		2	3	0,2	im Notfall	0	1	1	0,8	0,8	5,05		3,70		3,10		5,00	1,29	7	0,02	1,28	406834,04	206998,80	0	0	0														NachR_VE					quite vague/ambiguous						Was ist das? Das Arztrufgerät? -> Phil: scheint mir auch nicht völlig eindeutig zu sein										m	1	1	1				pau-ke		4,57	0,37	0,34	0,29	0,28		0	0	0	0	0	0	0	0	0	0	0	0			
Schelle		2	4	0,2	nur im absoluten Notfall	0	1	1	1	1	4,00	1,98	3,68	1,36	2,71	1,49	4,76	1,26	7	1,69	11,56	418769,48	222263,39	0	0	0														3	1,00	1,00	0,00						finde ich okay	vermutlich zu ambigue 																Einrichtung				5,71	0,16	0,25	0,34	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Feldsalat		3	4	0,2	im absoluten Notfall	0	0	1	1	0,8	1,00		3,67		3,87		5,83	0,64	9	0,38	0,43	200774,11	105801,66	1	0	0														NachR_VE					compound																o	0	1	1				mi-kros-kop		3,93						0	0	0	0	0	0	0	0	0	0	0	0			
Haken		2	4	0,2		0	0	1	1	1	1,28	0,57	3,67	1,50	4,17	1,50	5,67	0,69	5	7,61	16,70	402470,96	342113,46	0	0	0																		very low AF				im Notfall (intuitiv high Act)									1				o	1	1	0				au-to		5,81	0,34	0,15	0,38	0,11		0	0	0	0	0	0	0	0	0	0	0	0			
Truhe		2	4	0,2		0	0	1	1	1	1,89	1,37	3,67	1,57	4,33	1,71	5,67	0,69	5	3,59	5,57	199423,60	151206,87	0	0	0																			not very low AF		not high action	im Notfall (intuitiv high Act)													m	1	1	0				brat-sche		4,31						0	0	0	0	0	0	0	0	0	0	0	0			
Helm		1	4	0,2		0	0	1	1	1	1,07		3,63		4,13		5,67	0,66	4	6,89	14,13	74166,20	45728,75	0	0	0																		very low AF				im Notfall (intuitiv high Act)	Vertrautheit seltsamerweise sehr niedrig -> nochmal raten?												a	1	1	1				pferd		4,13	0,09	0,41	0,45	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Gardine		3	4	0,2	im Notfall	0	0	1	1	1	1,74	0,81	3,61	1,34	3,76	1,73	5,43	0,75	7	5,49	3,85	339775,72	183696,86	0	0	0														3	0,00	0,00	0,00		nicht sehr high Act																o	0,2	1	0						5,83	0,27	0,39	0,34	0,18		0	0	0	0	0	0	0	0	0	0	0	0			
Sticker 		2	4	0,2	im Notfall	0	0	1	1	1	1,48	0,73	3,61	1,44	4,10	1,51	5,57	0,81	8	0,13	6,42	401161,46	232134,35	0	0	0														3	0,00	0,00	0,00		nicht sehr high Act																					Tier		frosch		5,57	0,33	0,19	0,32	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Kerze		2	4	0,2		0	0	1	1	1	1,07		3,60		5,00		6,00	0,00	5	15,97	8,56	326112,35	150229,87	0	0	0														NachR_VE				very low AF	highly visual		not high action	im Notfall (intuitiv high Act)													a	0,5	0	1						3,00						0	0	0	0	0	0	0	0	0	0	0	0			
Melone		3	4	0,2		0	0	1	1	1	1,13		3,60		4,20		5,96	0,20	6	1,22	4,71	252005,01	163676,62	1	0	0														NachR_VE				very low AF	food (only appear as low AF)			im Notfall (intuitiv high Act)													m	1	1	0				gi-tar-re		5,83	0,38	0,27	0,44	0,18		0	0	0	0	0	0	0	0	0	0	0	0			
Pfirsich		2	4	0,2		0	0	1	1	1	1,13		3,60		4,47		6,00	0,00	8	2,24	1,71	278901,10	142644,60	1	0	0														NachR_VE				very low AF	food (only appear as low AF)			im Notfall (intuitiv high Act)																						5,57	0,00	0,32	0,33	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Dattel		2	4	0,2	NATURAL	0	0	1			1,07		3,43		3,64		5,67	0,64	6	0,65	4,71	174655,71	56951,10	1	0	0														NachR_VE				very low AF	food (only appear as low AF)			im Notfall (intuitiv high Act)																		Einrichtung				5,71	0,26	0,26	0,30	0,16		0	0	0	0	0	0	0	0	0	0	0	0			
Relief 		3	4	0,2	MAN-MADE	0	0	0			1,17	0,49	2,50	1,47	4,05	1,90	3,95	1,80	7	6,50	3,85	164736,78	31694,29	0	0	0														3	0,00	1,00	2,00		nicht sehr vertraut	nicht sehr low Act												1			f	0	1	0				o-ran-ge		5,81						0	0	0	0	0	0	0	0	0	0	0	0			
Welle		2	4	0,2	im Notfall	0	1	0			4,61	1,31	2,04	1,19	4,48	1,33	5,86	0,36	5	26,32	29,54	228428,47	171331,62	1	0	0														3	0,00	0,00	0,00		relativ ambig				zu abstrakt bzw. ambig/vage (Welle im Wasser, in Material, Schallwelle, ...)												p	0,5	0	1						3,33	0,36	0,50	0,47	0,39		0	0	0	0	0	0	0	0	0	0	0	0			
Leitplanke		3	4	0,2	Notfall x (sehr lang)	0	0	0			1,00		2,00		3,60		5,19	1,36	10	0,11	0,86	339893,62	168426,48	0	0	0																		very low AF	very long	Kompositum															p	0	0,2	0				li-lie		5,56	0,31	0,26	0,20	0,18		0	0	0	0	0	0	0	0	0	0	0	0			
Steinschlag		2	4	0,2	nur im Notfall	0	1	0			4,09	1,53	1,83	0,89	3,00	1,45	5,33	0,97	11	0,34	0,00	518923,55	154437,00	1	0	0														3	0,00	0,00	0,00		compound				Kompositum								0,5				o	1	1	0				schiff		5,78						0	0	0	0	0	0	0	0	0	0	0	0			
Enzian		3	4	0,2	nicht sehr vertraut	0	0	0			1,00		1,67		4,33		3,71	1,49	6	0,77	1,28	269598,36	221467,01	1	1	0																		very low AF	plant (only appear as low AF)				not very well known																	Tier		fuchs		5,57	0,19	0,12	0,30	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Primel		2	4	0,2	nur im Notfall	0	0	0			1,05	0,22	1,67	0,86	4,10	1,68	4,33	1,71	6	0,69	3,85	105254,23	33435,58	1	1	0														3	2,00	2,00	1,00		recht unvertraut				möglw. nicht sehr vertraut / frequent												f	0	0,5	1				dat-tel		3,73	0,27	0,19	0,35	0,11		0	0	0	0	0	0	0	0	0	0	0	0			
Lärche		2	4	0,2	im Notfall	0	0	0			2,09	1,24	1,39	0,72	3,24	1,73	4,71	1,15	6	0,49	1,71	324332,06	185110,43	1	1	0														3	0,00	0,00	0,00		nicht sehr low AF	Vogel (Lerche) klingt gleich			"möglw. nicht sehr vertraut / frequent; denken die Leute wohl fälschlich an den Vogel ""Lerche""? (high AF)"		Vogel (Lerche) klingt gleich										o	0,5	1	0						5,05						0	0	0	0	0	0	0	0	0	0	0	0			
Geysir 		2	4	0,2	nur im Notfall	0	1	0			3,77	1,60	1,36	0,73	4,65	1,57	4,24	1,61	7	0,11	1,28	169800,76	138663,40	1	0	0														3	1,00	1,00	1,00		relativ unvertraut & nicht eindeutig high AF				ich fürchte auch ->	könnte zu unbekannt sein											m	1	1	0						3,00	0,30	0,13	0,30	0,18		0	0	0	0	0	0	0	0	0	0	0	0			
Sturzbach		2	4	0,2	compound	0	1	0			4,78	1,04	1,35	0,49	3,05	1,47	4,52	1,08	9	0,46	0,00	247115,69	125670,18	1	0	0														3	0,00	0,00	0,00						Kompositum												o	0	0,5	1				bril-le		4,44	0,39	0,36	0,30	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Schwein		1	1	0		0	1	0,8			5,00		3,50		4,55		4,47		7	18,36	8,56	539972,16	306138,23	1	1	1																		very high AF	not really external actions												zu abstrakt (Visualisierung)									menschengemachtes Objekt				3,90	0,28	0,31	0,32	0,34		0	0	0	0	0	0	0	0	0	0	0	0			
Huhn		1	1	0		0	1	0,5			5,25		3,45		4,20		4,33		4	11,90	12,41	215087,76	207730,11	1	1	1																		very high AF																	a	1	0	0				am-sel		5,50	0,14	0,32	0,35	0,33		0	0	0	0	0	0	0	0	0	0	0	0			
Nuss		1	5	0		0	0,5	0,5			2,56	1,55	3,44	1,21	4,00	1,41	6,00	0,00	4	4,19	12,84	102354,17	73888,03	1	1	1																			food (only appear as low AF)	neither low nor high AF		intuitiv low AF, high Act																		Nahrungsmittel		brot		5,95	0,14	0,31	0,33	0,05		0	0	0	0	0	0	0	0	0	0	0	0			
Kuh		1	3	0	diskutieren (3.38 eig. zu niedrig, aber intuitiv Act höher) -> für high-high genug Nomen	0	1	0,5			3,94	1,65	3,38	1,09	4,69	1,30	5,88	0,34	3	15,32	30,82	55401,32	54218,11	1	1	1																			not very high AF																					Natur 				5,81	0,26	0,28	0,27	0,11		0	0	0	0	0	0	0	0	0	0	0	0			
Mücke		2	1	0		0	1	0,5			4,47		3,33		3,80		5,60		5	3,75	7,71	171295,75	152935,81	1	1	1																		very high AF																	a	1	0	0				doh-le		4,31	0,26	0,26	0,42	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Hahn		1	1	0		0	1	0,5			5,65		3,25		4,15		3,80		4	15,54	26,11	224948,51	211427,01	1	1	1																		very high AF														1			o	0	1	0				ta-blet-te		5,94						0	0	0	0	0	0	0	0	0	0	0	0			
Labrador		3	4	0	no	0	0,8	0,5			3,69	1,30	3,19	1,52	4,56	1,46	5,44	0,89	8	0,37	1,71	183861,40	128063,81	1	1	1																			not high AF																					Einrichtung		toas-ter		5,71	0,28	0,25	0,35	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Kakerlake		4	3	0	no	0	0	0,5			1,87		3,13		4,80		4,57	1,75	9	0,29	0,86	363571,26	155990,89	1	1	1																			not very low AF		not high action														o	m		1				game-boy		4,67						0	0	0	0	0	0	0	0	0	0	0	0			
Welpe		2	1	0		0	1	0,5			4,00	1,37	3,13	1,54	4,31	1,14	5,81	0,40	5	0,22	5,99	181761,57	150520,90	1	1	1																		very high AF																	o	0,5	1	0						5,50	0,25	0,27	0,27	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Dackel		2	4	0	no	0	0,8	0,5			3,75	1,48	3,00	1,46	4,75	1,24	5,63	0,72	6	1,73	6,42	99057,42	45631,04	1	1	1																			not high AF																o	1	1	0				ka-no-ne		5,33	0,31	0,18	0,38	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Katze		2	1	0		0	1	0,5			4,28	1,18	2,94	1,47	5,06	1,16	5,94	0,24	5	19,31	11,56	185124,15	152070,97	1	1	1																		very high AF				no (intuitively too strongly associated with actions)													a	0,8	0	0				kü-ken		5,61	0,26	0,31	0,43	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Terrier		2	1	0		0	1	0,5			4,31	1,20	2,88	1,36	4,19	1,52	5,00	1,15	7	0,47	3,42	557455,46	217894,71	1	1	1																		very high AF				no (intuitively too strongly associated with actions)													a	0	0	0				sa-la-man-der		5,22	0,18	0,21	0,43	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Husky		1	4	0	no	0	0,8	0,5			3,56	1,41	2,75	1,13	4,94	1,24	5,44	0,81	5	0,10	1,71	30870,50	12439,96	1	1	1																			not high AF				infrequent		finde ich ok															Nahrungsmittel				5,62	0,07	0,33	0,40	0,15		0	0	0	0	0	0	0	0	0	0	0	0			
Rind		1	4	0	no	0	0,8	0,5			3,63	1,20	2,69	1,14	4,38	1,15	5,75	0,58	4	7,01	20,55	187253,36	87811,08	1	1	1																			not high AF																					Hilfsmittel		krü-cke		5,38	0,22	0,20	0,31	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Hummer		2	1	0		0	0	0,5			1,47		2,60		5,07		4,81	1,44	6	1,96	10,70	327813,49	213205,91	1	1	1																		very low AF																	a	0	0	1				maul-wurf		3,87						0	0	0	0	0	0	0	0	0	0	0	0			
Hund		1	1	0		0	1	0,5			4,87		2,60		4,80		5,00		4	59,64	23,54	173940,22	110172,74	1	1	1																		very high AF				no (intuitively too strongly associated with actions)													p	0	0,5	0						6,00						0	0	0	0	0	0	0	0	0	0	0	0			
Hamster		2	5	0	lieber nicht (zu hohes AF-Rating)	0	0	0			2,56	1,03	2,31	1,08	4,31	1,45	5,31	1,45	7	1,09	0,86	428107,44	237256,92	1	1	1																			neither low nor high AF			nur im absoluten Notfall (nicht sehr low AF & Act)													p	0	0	1				tul-pe		4,27						0	0	0	0	0	0	0	0	0	0	0	0			
See			5	0		0	0,5	0,2			2,43	1,53	2,30	1,02	4,71	1,15	5,76	0,54	3					1	1	1														3	0,00	0,00	0,00		nicht low AF	ambig (der vs. die See)			ambig (die vs. der See), aber hier Problem? sehr ähnliche Konzepte																	Kleidung		stie-fel		5,90	0,23	0,25	0,28	0,07		0	0	0	0	0	0	0	0	0	0	0	0			
Hase		2	4	0	no (Haustier? intuitiv Act zu hoch)	0	0	0,2			1,88	0,89	2,19	1,28	4,63	1,45	5,75	0,58	4	8,22	30,39	202430,42	151593,11	1	1	1																			highly visual																m	1	1	1						5,14						0	0	0	0	0	0	0	0	0	0	0	0			
Kamel		2	5	0	lieber nicht (zu hohes AF-Rating)	0	0	0			2,61	1,33	2,17	1,10	5,44	0,86	5,61	0,78	5	2,73	14,13	88009,54	37246,67	1	1	1																			neither low nor high AF			nur im absoluten Notfall (nicht sehr low AF & Act)													a	0	0	0				skor-pi-on		5,25	0,14	0,34	0,40	0,30		0	0	0	0	0	0	0	0	0	0	0	0			
Delphin		2	5	0		0	0,5	0,2			3,38	1,45	2,13	1,31	4,94	1,18	5,38	1,41	7	5,62	4,28	335234,36	248068,69	1	1	1																			neither low nor high AF																o	0	1	0				re-gal		5,83	0,26	0,28	0,41	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Kaiman			5	0		0	0	0			1,85	0,99	2,08	1,26	4,27	1,28	3,19	1,86	6					1	1	1														3	10,00	10,00	6,00		zu unvertraut				agreed ->	vermutlich zu exotisch bzw. unbekannt											m	1	1	0				kla-vier		5,83						0	0	0	0	0	0	0	0	0	0	0	0			
Kaninchen		3	5	0	? weniger Act als Hase?	0	0	0			1,94	1,06	1,89	1,13	5,06	1,16	5,56	0,92	9	3,97	2,57	704870,06	391510,08	1	1	1																			highly visual			find ich auch seltsam -> lieber no										1			m	1	0,8	1						4,81	0,27	0,24	0,44	0,13		0	0	0	0	0	0	0	0	0	0	0	0			
Bulle			5	0		0		0			2,96	1,33	1,87	0,92	4,05	1,60	5,24	1,26	5					1	1	1														3	0,00	0,00	0,00		mid AF				in gewisser Weise ambig, da auch metaphorisch (Polizist)												o	1	1	0				flug-zeug		5,75	0,21	0,06	0,18	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Kalb			5	0		0		0			2,65	1,30	1,87	1,10	4,24	1,67	5,52	0,87	4					1	1	1														3	0,00	0,00	0,00		mid AF																					Pflanze		busch		5,71	0,23	0,20	0,31	0,10		0	0	0	0	0	0	0	0	0	0	0	0			
Wal		1	5	0		0	0,5	0			2,87		1,87		5,00		3,00		3	2,19	32,11	55777,03	32295,36	1	1	1																			neither low nor high AF																o	0	0,5	0						5,61	0,33	0,33	0,41	0,28		0	0	0	0	0	0	0	0	0	0	0	0			
Falke		2	5	0		0	0,5	0			3,44	1,38	1,83	1,20	4,67	1,24	5,56	0,70	5	2,20	11,13	185683,32	147163,98	1	1	1																			neither low nor high AF																o	0,5	1	0						5,50						0	0	0	0	0	0	0	0	0	0	0	0			
Ratte			5	0		0	0,5	0			2,39	1,20	1,74	0,86	4,67	1,62	5,43	1,12	5					1	1	1														3	0,00	0,00	0,00		nicht low AF																f	0	0,5	0						5,75	0,26	0,30	0,39	0,34		0	0	0	0	0	0	0	0	0	0	0	0			
Elster		2	5	0		0	0,5	0			2,87		1,73		4,40		3,47		6	1,70	7,71	427067,79	238364,74	1	1	1																			neither low nor high AF																					menschengemachtes Objekt				4,29	0,08	0,34	0,36	0,34		0	0	0	0	0	0	0	0	0	0	0	0			
Wolf		1	5	0	Notfall x aber eher no	0	1	0			3,53		1,73		4,87		3,07		4	19,33	16,27	39103,84	25513,11	1	1	1																			not high AF			im absoluten Notfall (kein sehr hohes AF Rating, aber intuitiv high AF)																				kaf-fee		6,00	0,21	0,23	0,36	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Wespe		2	5	0		0	0,5	0			3,33	1,37	1,72	0,75	4,94	1,30	5,83	0,38	5	1,98	3,00	209642,18	151338,89	1	1	1																			neither low nor high AF																					Natur 		staub		5,48	0,10	0,25	0,44	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Kojote		3	5	0		0	0,5	0			3,06	1,48	1,69	1,30	3,75	1,81	4,56	1,46	6	0,12	0,43	231691,90	171445,33	1	1	1																			neither low nor high AF																					Nahrungsmittel		schin-ken		5,86	0,06	0,37	0,39	0,08		0	0	0	0	0	0	0	0	0	0	0	0			
Lamm		1	5	0		0	0,5	0			3,33	1,37	1,67	0,77	4,83	1,15	5,50	1,04	4	5,91	17,12	62008,45	44892,47	1	1	1																			neither low nor high AF																a	1	0	0				dros-sel		4,81	0,22	0,29	0,34	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Goldfisch			5	0		0	0	0			1,33		1,60		4,80		3,60		9					1	1	1																			compound																a	n		1						3,60						0	0	0	0	0	0	0	0	0	0	0	0			
Schwalbe		2	5	0		0	0,5	0			3,47		1,60		4,80		3,00		8	3,05	4,71	380404,25	178229,34	1	1	1																			neither low nor high AF				ambiguous? (bird, faked foul in sports)		"finde ich  als ""Backup"" ok"										a	0	0	0				ze-cke		5,39	0,39	0,37	0,42	0,33		0	0	0	0	0	0	0	0	0	0	0	0			
Maus		1	5	0	no	0	0,2	0			2,44	1,31	1,50	0,73	4,81	1,38	5,56	0,73	4	10,57	32,11	132148,31	98202,43	1	1	1																						no (intuitiv zu stark mit Geräuschen assoziiert)													o	0	1	1				mag-net		3,06	0,24	0,29	0,42	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Dromedar			5	0		0	0,5	0			2,23	1,02	1,45	0,74	4,60	1,67	4,38	1,53	8					1	1	1														3	1,00	1,00	1,00		nicht low AF												1				o	0	1	1				tan-dem		3,47	0,28	0,44	0,32	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Geier		2	5	0		0	0,5	0			3,31	1,30	1,44	1,31	4,38	1,63	5,19	1,11	5	2,02	19,69	465561,22	224973,82	1	1	1																			neither low nor high AF																					Einrichtung				5,76	0,19	0,35	0,34	0,12		0	0	0	0	0	0	0	0	0	0	0	0			
Habicht		2	5	0		0	0,5	0			3,13	1,15	1,44	0,81	3,44	1,59	5,00	1,03	7	1,77	2,57	317796,86	182823,49	1	1	1																			neither low nor high AF																o	0	1	1				ka-jak		4,52	0,29	0,21	0,37	0,29		0	0	0	0	0	0	0	0	0	0	0	0			
Hirsch		1	5	0	Notfall x aber eher no	0	1	0			3,56	1,31	1,44	0,89	5,06	1,12	5,50	1,03	6	11,00	8,56	243985,69	130309,50	1	1	1																			not high AF			lieber nicht (zu wenig auditorisch)																		Pflanze		mar-ge-ri-te		4,67	0,00	0,28	0,37	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
